X,Y,Z,Q1,Q2,Q3,Q4,Q5,Q6
-107.981,-52.1357,-23.1425,36.6357,20.0351,24.6781,22.4191,-9.47305,8.20956
-105.929,-56.0494,-22.4233,35.9761,18.6091,23.8609,22.2726,-7.20245,8.2828
-103.356,-59.1737,-21.5696,35.1515,17.5103,23.1138,21.9064,-5.22483,8.2828
-100.331,-61.7602,-20.5068,34.1619,16.6219,22.4367,21.4669,-3.24721,8.2828
-96.9496,-63.5979,-19.3718,33.0546,16.0374,21.8297,20.7345,-1.48933,8.35605
-93.3893,-64.7701,-18.1773,31.8766,15.7102,21.3161,19.5626,-0.0244268,8.42929
-89.8539,-65.3843,-17.0106,30.6986,15.5933,20.8958,18.4639,1.29399,8.64903
-85.9465,-65.6917,-15.6904,29.3793,15.5933,20.5222,17.1455,2.39266,8.94201
-82.2496,-65.8099,-14.2031,28.0835,15.6166,20.3121,15.6806,3.27161,9.23499
-79.1526,-65.6045,-12.8442,26.9762,15.7335,20.2421,14.3621,4.00406,9.7477
-75.9968,-65.0288,-11.4596,25.8453,15.9907,20.2421,12.9705,4.59002,10.3337
-73.1091,-64.1927,-10.3605,24.8322,16.3647,20.2421,11.5788,5.10273,10.9196
-70.2009,-62.956,-9.32707,23.8191,16.9024,20.2888,10.1872,5.46896,11.5056
-67.6897,-61.5291,-8.47514,22.9474,17.5103,20.3822,8.72227,5.6887,12.0915
-65.7495,-60.0493,-7.75007,22.2642,18.1181,20.5456,7.25737,5.6887,12.6043
-64.1992,-58.2771,-7.20699,21.7223,18.8428,20.7557,5.79246,5.54221,12.9705
-63.0526,-56.3174,-6.80981,21.3218,19.6377,21.0125,4.62054,5.32247,13.41
-62.2733,-54.2109,-6.65072,21.0626,20.5027,21.2694,3.59511,4.95624,13.7029
-61.8443,-52.3153,-6.57573,20.9212,21.2742,21.5262,2.78941,4.59002,13.9227
-61.727,-50.3654,-6.48367,20.8741,22.0456,21.853,2.13021,4.15055,14.0692
-61.7833,-48.1879,-6.3361,20.8741,22.8873,22.2733,1.471,3.4181,14.2157
-61.8626,-46.0937,-6.12812,20.8741,23.6821,22.7169,0.958284,2.75889,14.3621
-160.379,109.59,-64.4463,57.0622,62.4666,76.1121,66,-45.2899,-51.1923
-160.107,108.719,-64.529,57.0387,62.4899,75.7152,66.0732,-45.5097,-51.7782
-159.77,107.562,-64.5608,56.9915,62.4899,75.2015,66,-45.6562,-52.2177
-159.424,106.407,-64.5988,56.9444,62.4899,74.6879,65.707,-45.8027,-52.4374
-159.005,104.969,-64.5919,56.8737,62.4666,74.0575,65.1943,-45.8027,-52.7304
-158.479,103.328,-64.5631,56.7795,62.4432,73.3338,64.6083,-45.8027,-52.9502
-157.851,101.692,-64.4172,56.6381,62.4198,72.61,63.8759,-45.8027,-53.0234
-157.164,99.9073,-64.313,56.4968,62.3964,71.8162,63.1434,-45.7294,-53.0967
-156.321,97.9263,-63.9437,56.2612,62.3263,70.9523,62.3377,-45.5829,-53.1699
-155.368,95.955,-63.4679,55.9785,62.2562,70.0885,61.3855,-45.5097,-52.8037
-154.109,93.6637,-62.9283,55.6251,62.2094,69.0612,60.2136,-45.1434,-52.0712
-152.866,91.8166,-62.2954,55.2481,62.186,68.2207,59.1882,-44.9237,-51.2655
-151.395,89.9051,-61.5545,54.8005,62.186,67.3335,57.943,-44.5575,-50.1668
-149.658,87.9561,-60.552,54.235,62.186,66.423,56.5514,-44.2645,-48.9949
-147.695,85.9712,-59.3619,53.5754,62.186,65.4891,55.3062,-44.0448,-47.7498
-145.781,84.0992,-58.2539,52.9392,62.186,64.6019,54.061,-43.8983,-46.4313
-143.902,82.2895,-57.237,52.3267,62.186,63.738,52.8891,-43.825,-45.1862
-141.469,79.8629,-55.924,51.5256,62.1393,62.594,51.351,-43.6053,-43.5015
-139.322,77.5784,-54.8935,50.8424,62.0691,61.52,49.9593,-43.3856,-41.9634
-136.821,75.1232,-53.5204,49.9942,61.9522,60.376,48.5676,-43.1658,-40.2055
-134.272,72.4766,-52.132,49.1225,61.7652,59.162,47.0295,-42.8729,-38.3011
-131.752,70.0236,-50.8575,48.2744,61.6016,58.018,45.4913,-42.5066,-36.3968
-128.636,67.0652,-49.2906,47.2142,61.3678,56.6405,43.6602,-42.0672,-34.1262
-125.742,64.1313,-47.7723,46.2011,61.0405,55.3097,41.9756,-41.6277,-32.002
-122.78,61.04,-46.1724,45.1409,60.6197,53.9322,40.1444,-40.8952,-29.8047
-119.753,57.8044,-44.6913,44.0807,60.1521,52.4847,38.3133,-40.3093,-27.5341
-116.519,54.1248,-43.0759,42.9262,59.5209,50.8737,36.2625,-39.5036,-25.1902
-113.394,50.5651,-41.5053,41.7954,58.8429,49.3328,34.2848,-38.6979,-22.9196
-110.499,47.294,-40.0421,40.7352,58.165,47.9319,32.527,-37.8189,-20.7955
-107.524,43.6583,-38.504,39.6279,57.3234,46.4144,30.7691,-36.8667,-18.5982
-104.254,39.7591,-36.8265,38.4027,56.3648,44.8034,28.8647,-35.7681,-16.3276
-100.983,35.879,-35.202,37.1776,55.3596,43.2158,26.8871,-34.5961,-14.057
-97.5759,31.9763,-33.5808,35.9054,54.3076,41.6282,24.8362,-33.351,-11.7864
-93.9265,28.0461,-32.0048,34.5625,53.2322,40.0172,22.8586,-31.9593,-9.66227
-90.208,24.1935,-30.3529,33.1724,52.11,38.4763,20.9542,-30.4944,-7.46491
-86.7956,20.5739,-28.908,31.9002,51.0112,37.0521,19.1963,-29.1028,-5.56054
-83.1505,16.6764,-27.3781,30.5337,49.7722,35.5579,17.5117,-27.7111,-3.58292
-79.4418,12.83,-25.8768,29.1437,48.5098,34.1104,15.6806,-26.173,-1.53205
-76.0322,9.22624,-24.5769,27.8714,47.2941,32.7796,14.1424,-24.708,0.372323
-71.9764,5.3367,-23.1228,26.3636,45.9615,31.3554,12.3113,-22.9502,2.34994
-68.345,1.98113,-21.9217,25.0207,44.7926,30.1413,10.6266,-21.412,3.96134
-64.6876,-1.49315,-20.6668,23.6542,43.5302,28.9506,8.94201,-19.8739,5.71922
-61.375,-4.8051,-19.6574,22.4291,42.3145,27.8299,7.25737,-18.3357,7.11088
-57.7551,-8.23542,-18.5666,21.0862,41.0287,26.7093,5.64597,-16.7976,8.57578
-54.188,-11.6173,-17.5629,19.7668,39.7429,25.6353,4.18107,-15.1129,9.96744
-50.7796,-14.8694,-16.7451,18.5181,38.5039,24.608,2.71617,-13.5748,11.3591
-47.4914,-18.143,-16.0277,17.3166,37.2415,23.6041,1.25126,-12.0366,12.6043
-44.2725,-21.3115,-15.351,16.1386,36.0024,22.6702,-0.213639,-10.5717,13.7762
-41.1706,-24.2894,-14.7817,15.0077,34.8335,21.8063,-1.67854,-9.10683,14.8749
-38.0207,-27.1025,-14.1762,13.8533,33.7114,21.0359,-2.92371,-7.56868,15.8271
-34.941,-29.7085,-13.5865,12.7224,32.6593,20.3588,-4.16888,-6.17702,16.706
-31.9111,-32.1458,-13.0985,11.6151,31.6775,19.7284,-5.56054,-4.85861,17.5117
-28.9366,-34.5238,-12.6965,10.5313,30.719,19.1214,-6.87895,-3.61344,18.3174
-25.9991,-36.8295,-12.5028,9.4711,29.8072,18.491,-8.19736,-2.44152,19.1231
-23.1423,-39.0391,-12.2805,8.43447,28.9188,17.9307,-9.36928,-1.26959,19.8555
-20.6877,-40.9785,-12.0372,7.53919,28.124,17.4871,-10.468,-0.170917,20.5147
-17.9769,-42.9065,-11.7761,6.54967,27.3291,17.0669,-11.7864,0.92776,21.2472
-15.7077,-44.5164,-11.6731,5.72507,26.6745,16.6933,-12.8118,1.95319,21.7599
-13.4426,-46.0003,-11.5639,4.90047,26.0667,16.3664,-13.9105,2.90538,22.2726
-11.3701,-47.4866,-11.5159,4.14655,25.4589,16.0396,-14.9359,3.85757,22.7121
-9.4948,-48.847,-11.4629,3.46331,24.8978,15.7594,-15.8881,4.59002,23.1516
-7.93805,-50.1747,-11.5355,2.89788,24.3601,15.4559,-16.6938,5.39572,23.5178
-6.64223,-51.4395,-11.6154,2.42668,23.8458,15.1757,-17.4263,6.12817,23.9573
-5.5422,-52.6418,-11.6925,2.02616,23.3548,14.9189,-18.0122,6.78737,24.3967
-4.63393,-53.6448,-11.8773,1.69632,22.9574,14.6621,-18.5982,7.44658,24.763
-3.85842,-54.5704,-11.9927,1.4136,22.5833,14.452,-19.1109,8.03254,25.1292
-3.33925,-55.2951,-12.2053,1.22512,22.3028,14.2418,-19.6969,8.6185,25.3489
-2.82109,-55.9688,-12.4435,1.03664,22.0456,14.0317,-20.2096,9.13122,25.5687
-2.49598,-56.7052,-12.7218,0.918838,21.7651,13.7982,-20.649,9.64394,25.6419
-2.10713,-57.4028,-13.0762,0.777479,21.5079,13.5414,-21.1618,10.0834,25.7884
-1.84866,-58.0738,-13.3304,0.683239,21.2508,13.3313,-21.528,10.4496,25.8616
-1.52737,-58.744,-13.5873,0.565439,20.9936,13.1212,-21.7477,10.8159,25.9349
-1.20723,-59.2995,-13.8334,0.447639,20.7832,12.9344,-22.0407,11.2553,25.9349
-0.82474,-59.7404,-14.0671,0.30628,20.6196,12.771,-22.3337,11.6216,26.0814
-0.443757,-60.043,-14.182,0.16492,20.5027,12.6776,-22.5534,11.9145,26.0814
0,-60.3573,-14.3515,0,20.3858,12.5608,-22.7732,12.2075,26.0814
0.253102,-60.6595,-14.4694,-0.0942398,20.2689,12.4674,-22.9929,12.4273,26.0814
0.506051,-61.001,-14.5165,-0.18848,20.1286,12.3974,-23.1394,12.5737,26.1546
0.632292,-61.2914,-14.5828,-0.2356,20.0117,12.3274,-23.3591,12.7202,26.1546
0.695533,-61.4564,-14.5804,-0.25916,19.9416,12.304,-23.4324,12.8667,26.1546
0.695617,-61.5075,-14.5619,-0.25916,19.9182,12.304,-23.5788,13.0132,26.1546
0.632816,-61.4843,-14.4554,-0.2356,19.9182,12.3507,-23.7253,13.0132,26.2279
0.507414,-61.3513,-14.1021,-0.18848,19.9416,12.5141,-23.8718,13.0132,26.2279
25.3069,107.321,-5.53477,-8.83499,73.1036,70.9056,-54.2686,-41.6277,63.6561
25.41,106.832,-6.19001,-8.90567,73.2907,70.6255,-54.708,-41.3347,63.9491
25.3303,106.193,-6.69886,-8.90567,73.4076,70.2986,-55.001,-41.0417,64.0956
25.0614,105.422,-7.11459,-8.83499,73.4777,69.9251,-55.0743,-40.822,64.3154
24.5411,104.571,-7.41111,-8.67007,73.5011,69.5282,-55.0743,-40.529,64.4618
23.7047,103.808,-7.57631,-8.38735,73.5011,69.1779,-54.9278,-40.3825,64.5351
22.7424,102.981,-7.69947,-8.05751,73.4777,68.8044,-54.6348,-40.236,64.6083
21.467,102.008,-7.67376,-7.60987,73.3842,68.3841,-54.2686,-40.0895,64.6816
20.0038,100.956,-7.55692,-7.09155,73.2439,67.9405,-53.8291,-40.0163,64.7548
18.0761,99.6236,-7.40841,-6.40831,73.0569,67.3802,-53.3164,-39.943,64.7548
15.8882,97.7651,-7.20254,-5.63083,72.753,66.6097,-52.4374,-40.0163,64.7548
13.5659,95.8466,-7.00883,-4.80623,72.4257,65.8159,-51.5585,-40.0895,64.3154
10.9133,93.7365,-6.76425,-3.86383,72.0282,64.9521,-50.6063,-40.0895,63.5097
7.92042,91.3057,-6.61557,-2.80364,71.5841,63.9482,-49.4344,-40.1628,62.411
4.66363,88.7663,-6.37263,-1.6492,71.0464,62.9209,-48.1892,-40.3093,61.0926
1.26658,85.8934,-6.23631,-0.447639,70.4385,61.7535,-46.7243,-40.3093,59.4079
-1.86885,83.1371,-6.03965,0.659679,69.7839,60.6562,-45.1862,-40.3825,57.7233
-5.34322,79.9362,-5.98052,1.8848,69.0358,59.3721,-43.355,-40.4558,55.5992
-9.08675,76.6158,-6.03268,3.20415,68.241,58.0413,-41.5239,-40.3825,53.4018
-13.0372,73.2468,-6.10724,4.59419,67.376,56.7105,-39.473,-40.236,50.8382
-17.0979,69.916,-5.88664,6.00779,66.3473,55.4731,-37.3489,-39.943,48.2014
-21.4114,66.6665,-5.54034,7.49207,65.2252,54.3291,-35.0783,-39.6501,45.5646
-25.7176,63.3933,-5.10468,8.95278,64.0095,53.2318,-32.8077,-39.2106,43.001
-30.3747,59.942,-4.96085,10.5313,62.7705,52.0644,-30.2442,-38.8444,40.2909
-34.2993,57.0303,-4.89087,11.8507,61.6951,51.1072,-28.2665,-38.3316,38.0936
-38.9793,53.6485,-5.10087,13.4292,60.4794,49.9865,-25.9227,-37.8189,35.53
-43.6035,50.121,-5.1703,14.9606,59.1235,48.8892,-23.4324,-37.233,32.9664
-48.2816,46.6599,-5.51623,16.5155,57.8143,47.8152,-20.7955,-36.647,30.4761
-52.9078,42.8627,-5.9692,18.0469,56.3882,46.6478,-18.0855,-35.8413,27.9125
-57.2605,39.0197,-6.71981,19.5076,55.0089,45.4338,-15.5951,-35.0356,25.5687
-61.6007,34.8424,-7.6096,20.9684,53.5127,44.1263,-13.1048,-34.0834,23.2248
-65.7279,30.6453,-8.55302,22.3584,51.9931,42.8422,-10.6877,-32.9115,20.9542
-69.5292,26.2514,-9.25748,23.6071,50.3333,41.5815,-8.49034,-31.5931,18.7569
-73.3351,21.9252,-10.0431,24.8558,48.6734,40.3908,-6.21974,-30.2014,16.706
-77.1092,17.5931,-10.9814,26.1044,47.0136,39.2234,-4.09563,-28.7365,14.8749
-80.193,13.7043,-12.0741,27.1646,45.5875,38.1261,-2.04477,-27.4914,13.41
-83.0014,9.54692,-13.2551,28.1542,44.0913,36.9354,-0.213639,-26.0265,12.0183
-85.9729,4.56541,-14.61,29.2144,42.2912,35.5345,1.76398,-24.2686,10.4802
-88.6498,-0.306871,-15.9139,30.1803,40.5144,34.2037,3.52186,-22.6572,9.23499
-91.2803,-5.16052,-17.4491,31.1698,38.7611,32.8729,5.2065,-20.8993,8.06307
-93.8536,-10.047,-19.0782,32.1593,36.9843,31.5655,6.74465,-19.2147,6.96439
-96.2956,-15.0403,-20.7754,33.1253,35.1608,30.2581,8.06307,-17.3103,5.93896
-98.812,-19.8669,-22.3574,34.0913,33.3373,29.114,9.23499,-15.4059,4.91352
-101.322,-24.691,-23.9547,35.0572,31.4904,28.0401,10.4802,-13.5015,3.96134
-103.788,-29.2562,-25.4964,35.9996,29.7137,27.1062,11.5056,-11.5972,2.9359
-106.138,-33.6373,-27.0827,36.9185,28.0071,26.2423,12.6043,-9.69279,1.98372
-108.509,-37.8792,-28.7672,37.8609,26.3472,25.4485,13.6297,-7.78841,1.10477
-110.74,-41.9352,-30.2846,38.7326,24.7341,24.7714,14.7284,-5.95729,0.0793419
-112.965,-45.9019,-31.8194,39.6043,23.1444,24.1644,15.7538,-4.1994,-0.872845
-115.13,-49.468,-33.0977,40.4053,21.6716,23.7442,16.6328,-2.36827,-1.82503
-117.07,-52.5439,-34.2069,41.1121,20.3858,23.4407,17.5849,-0.683633,-2.77722
-118.886,-55.2373,-35.3614,41.7954,19.2636,23.1838,18.3174,0.854515,-3.58292
-120.472,-57.6655,-36.4535,42.4079,18.2584,22.9504,19.0498,2.24617,-4.38861
-121.935,-60.0316,-37.4683,42.9734,17.2765,22.7402,19.7823,3.4181,-5.19431
-123.09,-62.178,-38.2815,43.421,16.3881,22.5535,20.295,4.51677,-5.92676
-124.154,-64.2796,-39.0868,43.8451,15.5231,22.3667,20.881,5.61545,-6.58597
-125.111,-66.2303,-39.9002,44.2456,14.7283,22.1799,21.3204,6.71413,-7.31842
-125.955,-67.9749,-40.7243,44.6226,14.0269,21.9931,21.8332,7.66632,-7.97763
-126.572,-69.3448,-41.254,44.8817,13.4658,21.8764,22.1261,8.39877,-8.49034
-127.132,-70.9166,-41.8412,45.1409,12.8346,21.713,22.5656,9.13122,-9.0763
-127.558,-72.3846,-42.3534,45.3529,12.2502,21.5495,22.9318,9.86367,-9.51578
-127.897,-73.7814,-42.7439,45.5178,11.6891,21.4094,23.2248,10.5229,-9.95525
-128.144,-75.0536,-43.0182,45.6356,11.1748,21.2927,23.3713,11.1821,-10.3215
-128.367,-76.0208,-43.2122,45.7299,10.7774,21.2227,23.6643,11.6216,-10.6145
-128.382,-76.8141,-43.4036,45.777,10.4734,21.1059,23.8108,12.061,-10.7609
-128.243,-77.2327,-43.5393,45.777,10.3332,20.9892,23.9573,12.5005,-11.0539
-128.082,-77.291,-43.5928,45.7534,10.3332,20.9191,24.0305,12.7935,-11.2004
-127.929,-77.2034,-43.5367,45.7063,10.3799,20.8958,24.1038,13.0865,-11.3469
-105.181,23.0675,-31.4294,37.531,49.5618,40.2507,21.9796,-17.823,-12.7386
-104.732,21.1387,-31.7809,37.4839,49.0708,39.4569,21.9796,-18.1892,-12.7386
-104.365,18.4505,-32.1434,37.4603,48.2994,38.4296,22.0529,-18.409,-12.5921
-104.1,14.7233,-32.4893,37.4603,47.1305,37.0988,22.1261,-18.2625,-12.5188
-103.857,10.4373,-32.6913,37.4368,45.7044,35.6513,22.0529,-17.6765,-12.2991
-103.817,5.49233,-32.7431,37.4368,43.951,34.1104,22.0529,-16.9441,-12.1526
-103.833,-0.0836857,-32.4915,37.3897,41.8704,32.5227,21.9796,-15.7721,-11.7864
-103.791,-6.27718,-32.0822,37.2954,39.5092,30.8651,21.8332,-14.3072,-11.3469
-103.685,-12.2195,-31.5226,37.1541,37.1947,29.3942,21.6867,-12.7691,-10.8342
-103.222,-19.0205,-30.8451,36.8949,34.553,27.7599,21.5402,-10.938,-10.2482
-102.67,-25.905,-30.0476,36.5886,31.8411,26.2423,21.4669,-9.03358,-9.58902
-101.774,-32.3483,-29.1122,36.1645,29.2929,24.9115,21.2472,-6.98272,-8.92981
-100.473,-39.1957,-28.0067,35.5991,26.581,23.5807,21.0275,-4.85861,-8.27061
-98.8417,-45.9664,-26.6232,34.8923,23.8691,22.4134,20.588,-2.58801,-7.6114
-96.6842,-52.5249,-25.1208,34.0206,21.2508,21.3394,20.0753,-0.463898,-6.8057
-94.0268,-58.6151,-23.4725,32.9839,18.8195,20.4055,19.3428,1.73346,-6.00001
-90.8467,-64.1371,-21.7286,31.7824,16.6219,19.5884,18.4639,3.85757,-5.12106
-87.2839,-68.7771,-20.0921,30.4866,14.7984,18.8646,17.6582,5.6887,-4.24212
-82.5901,-73.4652,-18.2051,28.8138,12.9749,18.0941,16.4863,7.66632,-3.21669
-77.6891,-77.2423,-16.4928,27.094,11.5255,17.4171,15.3143,9.4242,-2.19126
-72.1078,-80.3291,-14.6851,25.1385,10.3565,16.81,13.9959,10.9623,-1.16583
-66.151,-82.7368,-12.9999,23.0652,9.46817,16.2497,12.4578,12.4273,0.00609677
-59.7704,-84.2424,-11.2265,20.827,8.93047,15.8294,10.5534,13.7457,1.17802
-52.8216,-84.8488,-9.34717,18.3768,8.74345,15.5493,8.42929,14.9908,2.42319
-45.8947,-84.7063,-7.51809,15.9265,8.83696,15.4325,6.23194,16.0895,3.7416
-38.8864,-83.7247,-5.78589,13.4527,9.25777,15.4559,3.88809,16.9685,5.13326
-31.6965,-82.0426,-4.2433,10.9318,9.95911,15.5726,1.39775,17.7741,6.74465
-24.6274,-79.4821,-2.73433,8.45803,10.9878,15.8995,-1.09258,18.3601,8.35605
-17.7165,-76.1121,-1.32851,6.05491,12.3203,16.4131,-3.94914,18.7996,10.0407
-11.0214,-71.8642,-0.017987,3.74603,13.9802,17.1369,-6.73246,19.0926,11.5788
-4.87914,-66.8084,1.11233,1.6492,15.9439,18.0474,-9.44253,19.1658,13.0437
0.350273,-61.5376,2.01649,-0.1178,17.9778,19.0514,-11.9329,18.9461,14.3621
5.85047,-54.1502,3.00324,-1.95548,20.8066,20.5456,-14.7894,18.4334,16.0468
10.1949,-46.8227,3.62394,-3.39263,23.612,22.0632,-17.2065,17.6277,17.8047
13.4313,-39.1404,4.12557,-4.45283,26.5343,23.7442,-19.3306,16.6755,19.4161
16.0979,-31.1544,4.37582,-5.32455,29.5734,25.5419,-21.235,15.5035,21.0275
18.0987,-22.4856,4.3047,-5.98423,32.8931,27.5264,-22.9929,14.0386,22.6389
19.3609,-13.6254,4.03053,-6.40831,36.283,29.651,-24.6043,12.354,24.177
19.8692,-5.33188,3.45856,-6.59679,39.4858,31.6822,-25.9959,10.5961,25.4954
19.785,3.74227,2.73089,-6.59679,42.9691,34.0403,-27.3144,8.47201,26.8138
19.0716,12.6363,2.08646,-6.38475,46.3122,36.5385,-28.4863,6.05492,28.2055
17.7907,21.1234,1.36622,-5.98423,49.4683,39.0366,-29.292,3.78432,29.3774
16.0061,29.5391,0.386661,-5.41879,52.601,41.5815,-30.0977,1.29399,30.6958
13.4854,38.6332,-0.529603,-4.59419,55.8505,44.5232,-30.7569,-1.56258,32.0875
10.4393,47.5753,-1.5449,-3.58111,58.9598,47.535,-31.2696,-4.78536,33.2594
6.88492,56.1575,-2.66794,-2.37956,61.8587,50.5235,-31.6358,-8.15464,34.4313
3.11458,63.8558,-3.70894,-1.08376,64.3368,53.3018,-31.9288,-11.4507,35.6032
-1.41095,71.5876,-4.95859,0.494759,66.7448,56.1502,-32.1485,-15.1129,36.7019
-6.13693,78.4625,-6.20469,2.16752,68.7787,58.7417,-32.295,-18.7019,37.5809
-12.3007,85.3819,-7.83445,4.38215,70.7658,61.38,-32.2218,-22.9502,38.3866
-17.9848,91.0973,-9.39986,6.45543,72.3088,63.598,-31.8556,-26.6857,38.826
-24.3726,96.5885,-11.1202,8.81143,73.6647,65.7692,-31.1963,-30.8606,39.2655
-30.9577,101.514,-12.8807,11.2617,74.7401,67.7538,-30.1709,-35.0356,39.6317
-36.7041,105.159,-14.6298,13.4292,75.5116,69.2246,-29.0722,-38.5514,39.705
-43.6201,108.838,-16.6716,16.0443,76.1428,70.7422,-27.3876,-42.6531,39.119
-51.3164,112.108,-19.0265,18.9658,76.5636,72.1197,-24.8973,-46.6816,37.4344
-58.3391,114.244,-21.2126,21.628,76.6805,73.0536,-21.821,-49.9044,34.944
-65.6619,115.938,-23.6535,24.4081,76.6338,73.8241,-17.7192,-53.0539,31.2085
-73.4827,116.975,-26.3031,27.3531,76.3298,74.361,-12.6653,-55.6908,26.4476
-80.6505,117.381,-28.7459,30.0154,75.8389,74.6646,-7.17193,-57.6684,20.881
-88.4195,117.192,-31.3735,32.8426,75.0674,74.7813,-0.726355,-59.2065,13.9959
-96.1538,116.517,-33.9225,35.5755,74.0621,74.7579,5.86571,-60.0855,6.74465
-102.667,115.504,-36.1703,37.8373,73.0803,74.5945,11.5788,-60.3052,0.445568
-110.119,113.573,-38.553,40.3111,71.6776,74.1743,17.9512,-60.0122,-6.8057
-117.942,110.599,-41.1268,42.832,69.971,73.4271,24.177,-59.1333,-14.1302
-124.414,107.465,-43.3187,44.8582,68.3812,72.61,28.7914,-57.9614,-19.6969
-131.119,103.512,-45.6844,46.9079,66.5577,71.5594,33.1129,-56.2767,-24.8973
-137.398,99.0259,-47.8367,48.7456,64.6174,70.3687,36.7019,-54.2259,-29.292
-143.609,93.5107,-50.0204,50.5126,62.4432,68.8744,39.705,-51.882,-33.1007
-149.437,87.445,-51.9793,52.0911,60.1287,67.2635,42.0488,-49.4649,-36.2503
-154.036,81.6896,-53.406,53.2691,58.0247,65.7459,43.6602,-47.1943,-38.4476
-158.601,75.1049,-54.9015,54.4235,55.7103,64.0182,44.9054,-44.704,-40.2787
-162.611,68.0558,-56.1279,55.3895,53.3257,62.1738,45.8576,-42.2869,-41.7437
-166.055,60.8259,-57.2451,56.2141,50.9645,60.2826,46.4435,-39.7233,-42.9156
-168.706,53.5895,-58.0639,56.8266,48.6968,58.3682,46.7365,-37.3062,-43.7213
-170.365,46.3633,-58.4734,57.18,46.5694,56.3836,46.7365,-34.9624,-44.3805
-170.998,38.6173,-58.1647,57.2036,44.3952,54.189,46.59,-32.3988,-44.9664
-171.385,30.7683,-58.015,57.2271,42.1977,51.971,46.0041,-29.9085,-45.1129
-171.456,22.869,-57.8694,57.2036,39.9767,49.753,45.3449,-27.4914,-44.6735
-170.78,13.7438,-58.0064,57.1329,37.5454,47.0447,44.5392,-24.4151,-43.7213
-169.888,6.61163,-58.1864,57.0387,35.6518,44.8968,43.9532,-22.1445,-42.7691
-168.407,-0.34538,-57.9624,56.7559,33.8049,42.7722,43.294,-19.8006,-41.8169
-166.009,-8.36388,-57.3743,56.2376,31.6775,40.274,42.708,-17.1638,-40.5717
-163.512,-15.8237,-56.4963,55.6251,29.5968,38.0327,41.9756,-14.82,-39.2533
-160.729,-22.9221,-55.3655,54.8947,27.5629,35.9314,41.0234,-12.4761,-37.8617
-157.875,-29.8016,-54.239,54.1408,25.529,33.9469,40.0712,-10.1323,-36.47
-154.861,-36.1906,-52.8889,53.2926,23.5886,32.1492,39.119,-7.9349,-35.0783
-151.58,-42.2449,-51.507,52.3738,21.7417,30.4215,38.0203,-5.73755,-33.6134
-148.26,-47.7299,-50.029,51.4078,20.0351,28.8806,36.9217,-3.61344,-32.1485
-144.437,-52.8611,-48.4387,50.3005,18.4688,27.3396,35.823,-1.56258,-30.6836
-140.392,-57.4035,-46.7345,49.099,17.0895,25.9155,34.6511,0.415044,-29.3652
-136.147,-61.5424,-44.9133,47.8032,15.827,24.5847,33.4059,2.17293,-28.0468
-131.745,-65.3273,-43.1547,46.4602,14.6815,23.3006,32.0875,3.85757,-26.6551
-127.179,-68.771,-41.2736,45.0231,13.6295,22.1099,30.7691,5.46896,-25.3367
-122.462,-71.8483,-39.3709,43.5152,12.6944,20.9892,29.5239,7.00711,-23.8718
-117.521,-74.4921,-37.3228,41.8896,11.8995,19.9619,28.1322,8.47201,-22.4802
-112.962,-76.7635,-35.4237,40.3582,11.1982,19.0981,26.8138,9.86367,-21.0885
-107.899,-78.7961,-33.3722,38.6383,10.5903,18.2342,25.4222,11.1821,-19.5504
-102.878,-80.5932,-31.4215,36.9185,10.0526,17.4404,23.9573,12.5005,-18.0855
-98.1868,-82.0438,-29.518,35.2693,9.60844,16.81,22.5656,13.6724,-16.5473
-93.0888,-83.4652,-27.4687,33.4551,9.16426,16.203,21.0275,14.8443,-14.7894
-88.0823,-84.6926,-25.4037,31.641,8.76683,15.7127,19.6358,15.8698,-13.0315
-82.9815,-85.7072,-23.3375,29.7798,8.43953,15.2925,18.0977,16.8952,-11.2737
-77.7191,-86.3784,-21.3871,27.8714,8.25251,14.8956,16.6328,17.8474,-9.51578
-72.351,-86.7873,-19.4545,25.916,8.15899,14.5687,15.0946,18.7263,-7.83114
-67.3306,-87.0306,-17.6773,24.0783,8.11224,14.3352,13.5565,19.4588,-6.1465
-62.1852,-87.2453,-15.9202,22.1935,8.06548,14.1484,11.9451,20.118,-4.46186
-56.7983,-87.4192,-14.0967,20.2144,8.01872,14.0317,10.1872,20.6307,-2.92371
-51.7299,-87.5532,-12.419,18.3532,7.97197,13.985,8.42929,21.1434,-1.38556
-45.9921,-87.6071,-10.6235,16.2564,7.94859,13.985,6.37843,21.5829,0.372323
-40.9797,-87.7149,-9.232,14.4423,7.90183,13.985,4.62054,21.8759,1.83723
-35.5393,-87.7557,-7.86755,12.4868,7.87845,14.0084,2.71617,22.1689,3.37537
-30.2154,-87.7568,-6.55848,10.5784,7.85508,14.1017,0.592058,22.3886,4.91352
-25.0687,-87.7175,-5.30092,8.74075,7.8317,14.2652,-1.23907,22.5351,6.45167
-20.1615,-87.6364,-4.08392,6.99731,7.80832,14.4987,-3.21669,22.6816,7.91658
-15.4893,-87.4578,-2.89127,5.34811,7.80832,14.8022,-5.12106,22.8281,9.30823
-10.9773,-87.2471,-1.74169,3.76959,7.80832,15.1524,-6.95219,22.9013,10.6999
-6.76252,-87.0026,-0.625935,2.30888,7.80832,15.5493,-8.71008,22.9746,12.1648
-2.84295,-86.7278,0.263542,0.965958,7.8317,15.8995,-10.2482,22.9746,13.4832
